rougher	rails	rails
uses	!align="right	!align="right
use	used	used
used	used	used
uses	!align="right	!align="right
learned	admired	admired
learn	regain	regain
learns	!align="right	!align="right
learn	discovers	discovers
learned	decides	decides
learns	!align="right	!align="right
went	gone	gone
go	goes	goes
goes	!align="right	!align="right
go	went	went
went	went	went
goes	!align="right	!align="right
held	held	held
hold	hold	hold
holds	!align="right	!align="right
hold	owns	continued
held	performed	performed
holds	!align="right	!align="right
got	got	getting
get	get	get
gets	getting	getting
get	get	get
got	got	got
gets	get	get
began	began	began
begin	started	begin
begins	began	began
begin	begin	begin
began	titled	titled
begins	started	started
accepted	referred	referred
accept	accept	accept
accepts	offers	offers
accept	recognize	recognize
accepted	termed	termed
accepts	accept	option
became	became	became
become	becoming	becoming
becomes	became	became
become	become	become
became	become	become
becomes	was	was
discussed	referred	referred
discuss	stance	stance
discusses	proposes	proposes
discuss	presents	background
discussed	titled	titled
discusses	copies	copies
protected	protected	protected
protect	protect	protect
protects	improve	nicaragua
protect	!align="right	!align="right
protected	!align="right	!align="right
protects	protect	protect
brought	brought	swift
bring	led	led
brings	throws	throws
bring	make	make
brought	1,500	1,500
brings	introduces	introduces
started	beginning	beginning
start	began	began
starts	begins	nicaragua
start	begin	begin
started	begin	begin
starts	began	began
eliminated	implicated	implicated
eliminate	quarterfinals	quarterfinals
eliminates	challenges	challenges
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	introduces	quarterfinals
accommodated	meter	meter
accommodate	!align="right	!align="right
accommodates	merit	merit
accommodate	!align="right	!align="right
accommodated	!align="right	!align="right
accommodates	!align="right	!align="right
reached	reached	reached
reach	reach	reach
reaches	reached	reached
reach	reach	sale
reached	weighed	weighed
reaches	reach	generated
knew	immigrated	testified
know	talk	talk
knows	believes	believes
know	knew	synthetic
knew	knew	knew
knows	knows	knows
sent	immigrated	immigrated
send	transmitted	quick
sends	recruits	recruits
send	catch	catch
sent	worked	worked
sends	ordered	ordered
called	calls	sailed
call	audition	audition
calls	clothes	recruits
call	sessions	sessions
called	worked	worked
calls	titled	titled
worked	worked	worked
work	talk	talk
works	works	life
work	compositions	compositions
worked	worked	worked
works	life	life
earned	earned	earned
earn	earn	earn
earns	draws	draws
earn	!align="right	!align="right
earned	!align="right	!align="right
earns	tells	tells
protected	defend	graduated
protect	protect	protect
protects	threatens	threatens
protect	!align="right	!align="right
protected	!align="right	!align="right
protects	sands	sands
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
got	got	got
get	get	get
gets	got	got
get	get	get
got	got	got
gets	gets	gets
built	construct	authored
build	constructed	constructed
builds	encounters	encounters
build	!align="right	!align="right
built	!align="right	!align="right
builds	constructed	constructed
won	won	won
win	win	garnered
wins	won	won
win	win	win
won	win	meeting
wins	received	received
provided	provides	provides
provide	provide	provide
provides	provides	gave
provide	provide	provide
provided	provided	provided
provides	provide	identifies
built	construct	building
build	constructed	constructed
builds	produce	produce
build	!align="right	!align="right
built	!align="right	!align="right
builds	renovated	renovated
asked	questions	questions
ask	ask	send
asks	realizes	realizes
ask	ask	ask
asked	asking	philosopher
asks	hears	hears
thought	thinking	thinking
think	believed	commit
thinks	realizes	realizes
think	think	think
thought	thought	lessons
thinks	realizes	realizes
resolved	initiate	initiate
resolve	amendments	amendments
resolves	evaluate	evaluate
resolve	!align="right	!align="right
resolved	!align="right	!align="right
resolves	amendments	amendments
offered	offers	offers
offer	offering	offering
offers	offers	offers
offer	offer	offer
offered	offered	offered
offers	offers	offers
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
avoided	arbitration	arbitration
avoid	involve	involve
avoids	leads	leads
avoid	!align="right	!align="right
avoided	!align="right	!align="right
avoids	commercially	commercially
developed	build	developing
develop	develop	evolved
develops	build	developed
develop	emotions	emotions
developed	advanced	advanced
develops	commercially	commercially
stayed	aged	aged
stay	satisfied	listed
stays	stays	stays
stay	girlfriend	girlfriend
stayed	home	home
stays	served	served
proved	group's	group's
prove	assess	assess
proves	puts	puts
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	assess	assess
brought	brought	brought
bring	bring	bring
brings	brought	brought
bring	generate	generate
brought	brought	brought
brings	bring	bring
liked	unlike	unlike
like	admired	admired
likes	unlike	unlike
like	melodies	melodies
liked	predecessors	predecessors
likes	wants	wants
served	serving	serving
serve	serve	serve
serves	serving	serving
serve	operates	translator
served	praising	praising
serves	serving	serving
supported	humanitarian	humanitarian
support	supporting	harm
supports	!align="right	!align="right
support	uses	uses
supported	made	made
supports	!align="right	!align="right
called	called	called
call	named	named
calls	!align="right	!align="right
call	call	call
called	called	called
calls	!align="right	!align="right
got	got	got
get	get	get
gets	!align="right	!align="right
get	got	got
got	got	got
gets	!align="right	!align="right
told	forget	collected
tell	tells	tells
tells	!align="right	!align="right
tell	reveals	reveals
told	explains	explains
tells	!align="right	!align="right
learned	struck	struck
learn	learn	learn
learns	!align="right	!align="right
learn	discover	discover
learned	made	made
learns	!align="right	!align="right
left	realizing	realizing
leave	leave	fill
leaves	flee	realizing
leave	wet	wet
left	laid	humble
leaves	limbs	limbs
knew	realizing	realizing
know	aware	aware
knows	knows	isn't
know	loyalty	loyalty
knew	co-founded	co-founded
knows	know	know
allowed	satisfy	satisfy
allow	permitted	willing
allows	enables	enables
allow	allow	allow
allowed	allow	allow
allows	requires	requires
created	build	build
create	relevant	voice
creates	interact	interact
create	indoor	indoor
created	acquired	created
creates	composed	protagonist
wanted	wish	immigrated
want	willing	willing
wants	wants	wants
want	loyalty	loyalty
wanted	purchased	purchased
wants	wants	wants
made	made	made
make	make	make
makes	!align="right	!align="right
make	brings	brings
made	takes	takes
makes	!align="right	!align="right
remained	remained	remained
remain	remain	remain
remains	!align="right	!align="right
remain	remained	remained
remained	remained	remained
remains	!align="right	!align="right
felt	breathing	breathing
feel	seem	seem
feels	!align="right	!align="right
feel	celebrating	celebrating
felt	performed	performed
feels	!align="right	!align="right
discussed	radius	traffic
discuss	discuss	discuss
discusses	!align="right	!align="right
discuss	explores	explores
discussed	performed	performed
discusses	!align="right	!align="right
became	became	became
become	become	become
becomes	!align="right	!align="right
become	brings	brings
became	became	brings
becomes	!align="right	!align="right
supported	help	ambassador
support	advocated	advocated
supports	assistance	assistance
support	allows	allows
supported	retained	retained
supports	pursued	pursued
made	made	made
make	make	make
makes	made	made
make	allows	allows
made	made	made
makes	make	make
asked	seize	seize
ask	desire	encourages
asks	talked	talked
ask	searches	searches
asked	ask	ask
asks	urged	activist
started	begin	begin
start	began	began
starts	beginning	beginning
start	begins	begin
started	begins	begins
starts	began	began
told	forget	forget
tell	tells	tells
tells	explores	explores
tell	asks	asks
told	asks	asks
tells	said	said
reached	reached	crossed
reach	reach	reach
reaches	reached	reached
reach	reach	reach
reached	assume	assume
reaches	reaching	reaching
left	left	left
leave	leave	return
leaves	catches	catches
leave	leave	leave
left	dug	dug
leaves	making	making
studied	studies	studies
study	worked	worked
studies	studies	studies
study	study	study
studied	study	study
studies	competed	competed
followed	crossed	crossed
follow	follow	follow
follows	follows	follows
follow	strengthen	strengthen
followed	converted	converted
follows	making	making
changed	changes	ideology
change	change	change
changes	changes	changes
change	change	change
changed	discontinued	discontinued
changes	change	change
won	won	won
win	win	win
wins	won	won
win	offense	offense
won	winning	winning
wins	win	win
opened	closed	closed
open	inaugurated	inaugurated
opens	sevens	post
open	exploit	exploit
opened	minneapolis	minneapolis
opens	opens	opens
studied	studies	studies
study	assess	discusses
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
accepted	opted	opted
accept	signatures	signatures
accepts	admit	admit
accept	adopt	adopt
accepted	confirmed	confirmed
accepts	accepts	accepts
became	became	became
become	become	become
becomes	becomes	becomes
become	become	become
became	became	became
becomes	becomes	becomes
determined	co-produced	co-produced
determine	marry	marry
determines	erosion	erosion
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	detect	detect
ensured	co-produced	co-produced
ensure	undertake	undertake
ensures	enables	cannot
ensure	!align="right	!align="right
ensured	!align="right	!align="right
ensures	retains	retains
required	required	required
require	eligible	eligible
requires	requires	lacks
require	require	requiring
required	required	required
requires	requires	sensor
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	is
preserved	captained	maintained
preserve	preserve	preserve
preserves	scenic	erosion
preserve	!align="right	!align="right
preserved	!align="right	!align="right
preserves	beside	beside
paid	paid	paid
pay	pay	retain
pays	bed	bed
pay	relieve	relieve
paid	loaned	loaned
pays	spike	spike
began	began	began
begin	begin	begin
begins	began	began
begin	animals	animals
began	continued	continued
begins	started	started
returned	returned	returned
return	return	return
returns	returns	returns
return	return	return
returned	returned	returned
returns	returning	returning
decided	decided	decided
decide	decide	correspond
decides	gives	gives
decide	decided	decided
decided	decided	decided
decides	chooses	chooses
avoided	returned	returned
avoid	involve	involve
avoids	bed	bed
avoid	!align="right	!align="right
