rougher	easier	quick
got	getting	getting
gets	gets	gets
told	know	relates
tell	tell	accused
tells	aims	telling
tell	asks	take
told	asks	warned
tells	asks	asks
stopped	stopped	stopped
stop	stop	stop
stops	stops	stops
stop	stop	stop
stopped	stop	stop
stops	tells	tells
looked	it's	it's
look	accept	accept
looks	looking	feels
look	wait	wait
looked	looked	looked
looks	looks	looks
became	became	became
become	become	become
becomes	became	became
become	become	become
became	become	become
becomes	become	become
reduced	reducing	reduced
reduce	increased	increased
reduces	reducing	reducing
reduce	increases	increases
reduced	reduced	reduced
reduces	increased	increased
sought	sought	sought
seek	seek	seek
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seeks	seeks
came	fall	fall
come	went	come
comes	!align="right	!align="right
come	solve	solve
came	solved	came
comes	!align="right	!align="right
used	used	used
use	use	use
uses	!align="right	!align="right
use	solve	solving
used	used	used
uses	!align="right	!align="right
learned	learned	learned
learn	improve	improve
learns	!align="right	!align="right
learn	solve	solve
learned	solved	solved
learns	!align="right	!align="right
went	fall	fall
go	travelled	travelled
goes	!align="right	!align="right
go	solve	solve
went	solved	solved
goes	!align="right	!align="right
held	held	taken
hold	hold	hold
holds	!align="right	!align="right
hold	solve	solve
held	solved	investigated
holds	!align="right	!align="right
got	known	known
get	gets	gets
gets	getting	getting
get	get	get
got	getting	is
gets	gets	gets
began	began	began
begin	started	started
begins	began	began
begin	begin	begin
began	known	known
begins	started	started
accepted	known	known
accept	accept	accept
accepts	accepting	accepting
accept	accepted	accepted
accepted	known	known
accepts	upon	upon
became	became	became
become	become	become
becomes	became	became
become	become	become
became	become	became
becomes	becoming	becoming
discussed	known	known
discuss	discuss	discuss
discusses	highlighted	highlighted
discuss	destiny	destiny
discussed	known	described
discusses	discuss	mason
protected	restore	restore
protect	lands	lands
protects	defend	defend
protect	!align="right	!align="right
protected	!align="right	!align="right
protects	preserve	farmland
brought	brought	brought
bring	resulted	resulted
brings	expose	expose
bring	considering	considering
brought	considering	ultimate
brings	introduces	premiered
started	begin	begin
start	began	began
starts	started	started
start	begin	begin
started	temperatures	temperatures
starts	began	began
eliminated	propaganda	propaganda
eliminate	defeated	defeated
eliminates	persuade	convince
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	defeated	defeated
accommodated	substantially	substantially
accommodate	!align="right	!align="right
accommodates	substantially	substantially
accommodate	!align="right	!align="right
accommodated	!align="right	!align="right
accommodates	!align="right	!align="right
reached	reached	reached
reach	reach	reach
reaches	reached	reached
reach	televised	televised
reached	reaching	maturity
reaches	reach	reach
knew	sure	sure
know	demos	session
knows	think	think
know	sure	sure
knew	knew	knew
knows	learn	learn
sent	delivered	delivered
send	televised	televised
sends	touched	touched
send	televised	televised
sent	sent	sent
sends	ordered	ordered
called	calls	calls
call	released	released
calls	calls	constantly
call	mobile	mobile
called	resided	mobile
calls	known	known
worked	worked	worked
work	recordings	recordings
works	works	works
work	work	work
worked	work	worked
works	working	working
earned	earned	earned
earn	earn	earn
earns	earned	save
earn	!align="right	!align="right
earned	!align="right	!align="right
earns	accepts	accepts
protected	restore	restore
protect	endangered	endangered
protects	restore	restore
protect	!align="right	!align="right
protected	!align="right	!align="right
protects	endangered	lighting
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	earned	earned
meets	meet	meet
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	getting	getting
gets	gets	gets
built	construct	construct
build	constructed	constructed
builds	construct	construct
build	!align="right	!align="right
built	!align="right	!align="right
builds	constructed	constructed
won	won	won
win	win	win
wins	won	won
win	strikeouts	strikeouts
won	victories	tackles
wins	win	win
provided	provided	provided
provide	provide	provide
provides	providing	providing
provide	provide	provide
provided	provide	provided
provides	provide	provide
built	construct	construct
build	constructed	constructed
builds	construct	construct
build	!align="right	!align="right
built	!align="right	!align="right
builds	constructed	constructed
asked	forget	forget
ask	write	call
asks	informs	informs
ask	tell	tell
asked	sure	sure
asks	informs	urged
thought	sure	sure
think	call	call
thinks	happen	happen
think	think	think
thought	sure	sure
thinks	finds	finds
resolved	solve	solve
resolve	depend	depend
resolves	solve	negotiate
resolve	!align="right	!align="right
resolved	!align="right	!align="right
resolves	determined	preserved
offered	offers	offers
offer	offer	offer
offers	offers	offering
offer	offer	offer
offered	offer	provides
offers	offering	offering
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
avoided	target	arising
avoid	necessarily	necessarily
avoids	arose	arising
avoid	!align="right	!align="right
avoided	!align="right	!align="right
avoids	kept	kept
developed	developing	developing
develop	evolved	evolved
develops	build	build
develop	comply	comply
developed	locals	locals
develops	evolved	evolved
stayed	keep	keep
stay	remain	remain
stays	retire	retire
stay	forget	forget
stayed	raised	raised
stays	remain	remain
proved	proved	proved
prove	prove	prove
proves	proven	fails
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	proven	proven
brought	brought	brought
bring	come	come
brings	build	build
bring	forget	forget
brought	bring	bring
brings	bringing	bringing
liked	such	such
like	say	say
likes	such	such
like	forget	forget
liked	spectators	spectators
likes	loved	loved
served	serving	serving
serve	appointed	deputy
serves	serving	serving
serve	forget	forget
served	serving	serving
serves	appointed	serving
supported	assistance	assistance
support	supporting	supporting
supports	!align="right	!align="right
support	proved	proved
supported	advocated	advocated
supports	!align="right	!align="right
called	response	response
call	known	known
calls	!align="right	!align="right
call	proved	tell
called	proven	proven
calls	!align="right	!align="right
got	getting	getting
get	get	get
gets	!align="right	!align="right
get	get	get
got	wasn't	wasn't
gets	!align="right	!align="right
told	say	wait
tell	tell	tell
tells	!align="right	!align="right
tell	asks	asks
told	asks	asks
tells	!align="right	!align="right
learned	learning	learning
learn	learn	learn
learns	!align="right	!align="right
learn	realizes	realizes
learned	prove	prove
learns	!align="right	!align="right
left	closed	brooklyn
leave	right	kentucky
leaves	return	leaving
leave	stems	trees
left	flowers	trees
leaves	right	right
knew	think	think
know	wimbledon	wimbledon
knows	think	knows
know	know	know
knew	knew	that's
knows	knows	knows
allowed	closed	brooklyn
allow	permitted	permitted
allows	chronicles	chronicles
allow	enables	enables
allowed	closed	established
allows	permitted	permitted
created	build	build
create	wimbledon	arose
creates	build	combining
create	doubles	doubles
created	constructed	constructed
creates	locked	freely
wanted	can't	can't
want	wished	wished
wants	wish	can't
want	wanted	wanted
wanted	built	built
wants	wished	wished
made	made	made
make	make	make
makes	!align="right	!align="right
make	celebration	celebration
made	celebration	celebration
makes	!align="right	!align="right
remained	remained	remained
remain	remain	remain
remains	!align="right	!align="right
remain	commemorate	celebrations
remained	celebrations	celebrations
remains	!align="right	!align="right
felt	happen	happen
feel	deemed	deemed
feels	!align="right	!align="right
feel	celebration	celebrations
felt	celebrations	celebrations
feels	!align="right	!align="right
discussed	discussed	discussed
discuss	discuss	explained
discusses	!align="right	!align="right
discuss	celebration	celebration
discussed	celebration	celebration
discusses	!align="right	!align="right
became	became	became
become	become	become
becomes	!align="right	!align="right
become	celebration	celebrations
became	celebrations	celebrations
becomes	!align="right	!align="right
supported	assistance	assistance
support	opposed	opposed
supports	assistance	assistance
support	uncertainty	uncertainty
supported	necessary	necessary
supports	endorsed	endorsed
made	made	made
make	make	make
makes	made	made
make	make	make
made	made	made
makes	making	making
asked	write	write
ask	refused	refused
asks	commit	ibm
ask	tells	tells
asked	tells	tells
asks	refused	refused
started	started	started
start	began	began
starts	started	started
start	begins	begins
started	begins	begins
starts	began	began
told	telling	recall
tell	said	said
tells	telling	telling
tell	asks	asks
told	asks	asks
tells	said	said
reached	reached	reached
reach	reach	reach
reaches	reached	reached
reach	reach	reach
reached	reach	reach
reaches	reaching	peaked
left	return	go
leave	right	right
leaves	retire	accompany
leave	flowers	flowers
left	flowers	flowers
leaves	sv	sv
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	research
studies	studying	studying
followed	compete	compete
follow	pull	making
follows	conclude	conclude
follow	restore	restore
followed	solved	solved
follows	sv	making
changed	changes	changes
change	change	change
changes	changes	changes
change	change	change
changed	change	change
changes	changing	changing
won	won	won
win	win	win
wins	won	won
win	strikeouts	tackles
won	victories	scored
wins	win	win
opened	attempted	attempted
open	closed	closed
opens	tournament	tournament
open	locked	locked
opened	locked	locked
opens	closed	closed
studied	studies	studies
study	taught	taught
studies	studies	studies
study	study	study
studied	study	study
studies	taught	taught
accepted	accepting	proposal
accept	accept	accept
accepts	accepted	offer
accept	ask	ask
accepted	forced	wasn't
accepts	accepts	accepts
became	became	became
become	become	become
becomes	became	became
become	become	become
