rougher	overhead	overhead
decide	decided	decided
decided	decided	decided
decides	insisted	knew
ended	tehsil	chaplain
end	ending	ending
ends	beginning	beginning
end	ended	ended
ended	hawks	hawks
ends	ending	ending
extended	explained	explained
extend	extend	extend
extends	!align="right	!align="right
extend	reach	reach
extended	lasted	lasted
extends	!align="right	!align="right
went	went	went
go	goes	goes
goes	!align="right	!align="right
go	went	went
went	went	went
goes	!align="right	!align="right
liked	suits	suits
like	get	get
likes	!align="right	!align="right
like	earning	joey
liked	earn	earn
likes	!align="right	!align="right
served	served	served
serve	serve	serve
serves	!align="right	!align="right
serve	serve	serve
served	served	served
serves	!align="right	!align="right
changed	changes	changes
change	change	change
changes	!align="right	!align="right
change	change	change
changed	received	saw
changes	!align="right	!align="right
returned	returned	returned
return	returning	returning
returns	returns	returns
return	return	return
returned	arrived	arrived
returns	moved	underway
learned	learned	learned
learn	derive	derive
learns	learned	learned
learn	reveals	reveals
learned	hears	hears
learns	read	read
thought	complained	complained
think	believed	expected
thinks	thinks	he's
think	informs	qualify
thought	informs	informs
thinks	believed	believed
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becoming	becoming
understood	learn	emphasized
understand	integer	integer
understands	thinks	thinks
understand	!align="right	!align="right
understood	!align="right	!align="right
understands	evidence	evidence
sent	!align="right	!align="right
send	moved	moved
sends	!align="right	!align="right
send	manage	manage
sent	invites	invites
sends	dispatched	dispatched
needed	!align="right	!align="right
need	designed	designed
needs	!align="right	!align="right
need	manage	manage
needed	need	need
needs	required	required
preserved	!align="right	!align="right
preserve	built	built
preserves	!align="right	!align="right
preserve	adapt	adapt
preserved	!align="right	!align="right
preserves	reconstructed	reconstructed
developed	!align="right	!align="right
develop	built	built
develops	!align="right	!align="right
develop	produce	emerging
developed	learns	learns
develops	developing	developing
served	!align="right	!align="right
serve	serving	serving
serves	!align="right	!align="right
serve	serve	serve
served	served	served
serves	serving	serving
protected	threatens	threatens
protect	defend	defend
protects	!align="right	!align="right
protect	raising	raising
protected	raise	raise
protects	!align="right	!align="right
required	filed	filed
require	requires	requires
requires	!align="right	!align="right
require	ensure	ensure
required	raise	raise
requires	!align="right	!align="right
happened	seen	seen
happen	explain	explain
happens	!align="right	!align="right
happen	raised	raised
happened	brought	brought
happens	!align="right	!align="right
saved	threatens	threatens
save	determine	determine
saves	!align="right	!align="right
save	collect	collect
saved	assists	assists
saves	!align="right	!align="right
understood	settled	settled
understand	understand	understand
understands	!align="right	!align="right
understand	raising	raising
understood	raise	raise
understands	!align="right	!align="right
brought	brought	brought
bring	bring	mormon
brings	get	get
bring	shortage	shortage
brought	brought	brought
brings	brings	brings
led	began	involved
lead	leads	leads
leads	steals	steals
lead	makeup	makeup
led	led	led
leads	leads	leads
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sought	began	began
seek	seeks	seeks
seeks	begins	politicians
seek	aimed	aimed
sought	began	launched
seeks	seeks	seeks
said	finished	oh
say	stated	stated
says	oh	oh
say	said	said
said	concluded	concluded
says	say	say
looked	looks	looks
look	examine	examine
looks	looks	looks
look	look	explain
looked	looked	looked
looks	looks	looks
resolved	discusses	discusses
resolve	submit	submit
resolves	addressing	addressing
resolve	!align="right	!align="right
resolved	!align="right	!align="right
resolves	refuses	refuses
returned	returned	returned
return	evaluate	evaluate
returns	returning	returning
return	return	collect
returned	return	return
returns	relocated	relocated
used	used	used
use	use	use
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
offered	undergone	undergone
offer	offers	offers
offers	offers	offers
offer	offer	offer
offered	offered	provided
offers	offers	offers
believed	claimed	claimed
believe	thought	scattered
believes	believes	believes
believe	speculated	speculated
believed	survived	survived
believes	thought	believes
felt	asked	turned
feel	feel	feel
feels	loves	believes
feel	realize	realize
felt	motivated	motivated
feels	consider	consider
determined	formula_3	formula_3
determine	reduce	reduce
determines	predict	tends
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	occupies	tries
gave	given	given
give	give	give
gives	gave	gives
give	gave	impose
gave	given	given
gives	gives	gives
thought	knew	taken
think	think	think
thinks	lets	lets
think	knows	prove
thought	pleased	husband
thinks	think	think
came	came	came
come	comes	went
comes	came	came
come	eliminate	get
came	came	come
comes	comes	comes
included	including	including
include	involve	involve
includes	includes	includes
include	include	include
included	contains	contains
includes	includes	includes
saved	saving	saving
save	improve	dudley
saves	threatens	threatens
save	strikeouts	strikeouts
saved	strikeouts	tackles
saves	soul	soul
said	interviewed	interviewed
say	stated	stated
says	insists	insists
say	said	said
said	said	told
says	stated	insists
sought	sought	exiled
seek	seek	enjoy
seeks	informs	informs
seek	able	able
sought	sought	failing
seeks	tries	tries
helped	helps	helps
help	help	help
helps	helps	helps
help	help	help
helped	wished	wished
helps	helps	helps
received	received	received
receive	receive	receive
receives	receives	receives
receive	receive	receive
received	received	received
receives	receives	receives
came	came	came
come	come	come
comes	comes	comes
come	bring	bring
came	came	came
comes	comes	comes
got	getting	gets
get	get	get
gets	wants	wants
get	get	get
got	retaining	retaining
gets	get	get
told	how	2.0
tell	asks	asks
tells	wants	wants
tell	asks	asks
told	asks	asks
tells	tells	tells
stopped	halt	halt
stop	stop	stop
stops	shoots	shoots
stop	stop	stop
stopped	minutes	minutes
stops	goes	starts
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
became	became	became
become	become	become
becomes	became	became
become	became	ordinance
became	became	greatly
becomes	becomes	becomes
reduced	reducing	reducing
reduce	increase	increase
reduces	endemic	endemic
reduce	increase	increase
reduced	reduced	reduced
reduces	drops	drops
sought	wanted	wanted
seek	seek	seek
seeks	helps	helps
seek	struggles	struggles
sought	sought	sought
seeks	seek	seek
came	came	came
come	come	come
comes	!align="right	!align="right
come	come	come
came	came	came
comes	!align="right	!align="right
used	usage	modifications
use	uses	uses
uses	!align="right	!align="right
use	explore	explore
used	used	used
uses	!align="right	!align="right
learned	learned	learned
learn	regain	regain
learns	!align="right	!align="right
learn	discover	discover
learned	hears	revealed
learns	!align="right	!align="right
went	gone	gone
go	goes	refers
goes	!align="right	!align="right
go	went	went
went	went	went
goes	!align="right	!align="right
held	held	held
hold	hold	hold
holds	!align="right	!align="right
hold	explore	explore
held	held	initiated
holds	!align="right	!align="right
got	got	got
get	get	get
gets	goes	goes
get	get	get
got	got	got
gets	gets	gets
began	began	started
begin	started	started
begins	starts	starts
begin	ends	attempt
began	ends	ends
begins	started	started
accepted	referred	referred
accept	accept	accept
accepts	admit	admit
accept	surname	surname
accepted	named	named
accepts	accept	accept
became	became	became
become	becoming	becoming
becomes	became	became
become	became	became
became	became	became
becomes	was	was
discussed	referred	referred
discuss	physicians	physicians
discusses	ideas	psychological
discuss	identifying	identifying
discussed	portrays	portrays
discusses	articles	institutions
protected	protected	protected
protect	protect	protect
protects	protected	protected
protect	!align="right	!align="right
protected	!align="right	!align="right
protects	creates	creates
brought	brought	swift
bring	bring	bring
brings	throws	throws
bring	oppose	oppose
brought	welcome	welcome
brings	introduces	introducing
started	noticed	noticed
start	began	began
starts	beginning	beginning
start	begin	begin
started	begin	begin
starts	began	began
eliminated	obsolete	obsolete
eliminate	quarterfinals	quarterfinals
eliminates	everyday	everyday
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	joey	joey
accommodated	exceeded	eaten
accommodate	!align="right	!align="right
accommodates	propeller	propeller
accommodate	!align="right	!align="right
accommodated	!align="right	!align="right
accommodates	!align="right	!align="right
reached	reached	reached
reach	reach	reach
reaches	reached	reached
reach	trap	trap
reached	reaching	reaching
reaches	reach	reach
knew	knows	knows
know	audition	audition
knows	knows	knows
know	know	nobody
knew	thinks	nobody
knows	loved	loved
sent	immigrated	immigrated
send	jam	jam
sends	examine	examine
send	eat	eat
sent	reveals	reveals
sends	dispatched	assigned
called	calls	calls
call	titled	titled
calls	calls	calls
call	call	call
called	studied	picks
calls	titled	titled
worked	worked	worked
work	jam	jam
works	life	life
work	work	work
worked	worked	worked
works	working	working
earned	earned	earned
earn	earn	earn
earns	chooses	chooses
earn	!align="right	!align="right
earned	!align="right	!align="right
earns	earn	earn
protected	defend	defend
protect	protect	protect
protects	threatens	helps
protect	!align="right	!align="right
protected	!align="right	!align="right
protects	takes	takes
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	won	won
meets	meet	meet
got	got	got
get	get	get
gets	got	got
get	get	get
got	getting	getting
gets	takes	takes
built	authored	authored
build	constructed	constructed
builds	construct	frigate
build	!align="right	!align="right
built	!align="right	!align="right
builds	located	located
won	won	won
win	win	win
wins	won	wins
win	wickets	wickets
won	wickets	wickets
wins	win	win
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	provide	provide
built	loose	loose
build	constructed	renovated
builds	quickly	quickly
build	!align="right	!align="right
built	!align="right	!align="right
builds	constructed	renovated
asked	berkeley	berkeley
ask	ask	ask
asks	tells	tells
ask	understand	understand
asked	philosopher	philosopher
asks	tells	tells
thought	admired	admired
think	believed	accept
thinks	realizes	realizes
think	understand	understand
thought	primitive	primitive
thinks	tells	tells
resolved	commander-in-chief	commander-in-chief
resolve	amendments	amendments
resolves	tried	tried
resolve	!align="right	!align="right
resolved	!align="right	!align="right
