rougher	cheaper	cheaper
sent	sent	sent
send	send	send
sends	sent	sent
send	send	send
sent	sent	sent
sends	sends	sends
needed	needed	needed
need	required	necessary
needs	needed	needed
need	need	need
needed	need	possibilities
needs	required	required
preserved	preserving	preserving
preserve	preserve	preserve
preserves	preserves	preserves
preserve	preserve	preserve
preserved	egalitarian	egalitarian
preserves	preserves	preserves
developed	developing	developing
develop	develop	develop
develops	developing	developing
develop	develop	develop
developed	developed	developed
develops	develop	develop
served	served	served
serve	serve	serve
serves	served	served
serve	serve	serve
served	served	served
serves	serves	serves
protected	protecting	protected
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	protected	protected
protects	protection	protection
required	requires	requires
require	needed	require
requires	requires	requires
require	require	require
required	require	require
requires	needed	requires
happened	happened	happened
happen	happen	happen
happens	occur	happens
happen	happened	happened
happened	happened	happened
happens	happens	happens
saved	saving	saved
save	save	save
saves	saving	saving
save	save	save
saved	saved	saved
saves	obtains	obtains
understood	understood	understood
understand	understand	understand
understands	know	knows
understand	persuade	harass
understood	extradited	fluent
understands	understand	understand
brought	brought	brought
bring	bring	bringing
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	brings	brings
led	resulted	resulted
lead	leads	according
leads	leads	leads
lead	led	led
led	led	led
leads	leads	leads
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sought	seeking	seeking
seek	seeking	seeking
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seeking	seeks
said	concluded	concluded
say	believed	believed
says	says	says
say	said	said
said	stated	stated
says	says	says
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
resolved	presided	confronted
resolve	resolve	resolve
resolves	requires	conveys
resolve	materialize	materialize
resolved	summoned	summoned
resolves	resolve	resolve
returned	returned	returned
return	returning	return
returns	returns	returns
return	return	return
returned	returned	returned
returns	returning	returns
used	used	used
use	use	use
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
offered	offered	offered
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	offered	offered
offers	offers	offers
believed	believed	believed
believe	thought	believe
believes	believes	believes
believe	believe	believe
believed	believed	believed
believes	thought	thought
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
determined	determines	determines
determine	determine	determine
determines	determines	determines
determine	determine	determine
determined	determine	determined
determines	decides	decides
gave	given	given
give	give	give
gives	gives	gives
give	give	give
gave	given	given
gives	gives	gives
thought	asked	asked
think	believed	think
thinks	thinks	thinks
think	think	think
thought	explained	explained
thinks	believed	believed
came	came	came
come	come	come
comes	came	came
come	came	came
came	came	came
comes	comes	comes
included	included	included
include	include	include
includes	including	including
include	comprises	comprises
included	comprises	comprises
includes	featured	featured
saved	saved	saved
save	save	save
saves	saving	saves
save	save	save
saved	saved	saved
saves	saves	saves
said	said	said
say	stated	stated
says	says	says
say	said	said
said	said	said
says	stated	says
sought	seeking	sought
seek	seeking	seeking
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seeking	seeks
helped	helped	helped
help	help	help
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
received	received	received
receive	receive	receive
receives	receives	receives
receive	receive	receive
received	received	received
receives	receives	receives
came	came	came
come	come	come
comes	comes	comes
come	come	come
came	came	came
comes	comes	comes
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
told	told	told
tell	tell	tell
tells	tells	tells
tell	asks	tell
told	told	told
tells	tells	tells
stopped	stopped	stopped
stop	stop	stop
stops	agrees	stops
stop	stop	stop
stopped	stopped	stopped
stops	realizes	dies
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	becomes
reduced	improve	improve
reduce	increased	increased
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	reduces
sought	sought	sought
seek	seek	seek
seeks	sought	sought
seek	seek	seek
sought	sought	sought
seeks	seek	seek
came	came	came
come	comes	comes
comes	came	came
come	came	came
came	came	came
comes	comes	comes
used	used	used
use	uses	uses
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	discover	discover
learned	discovers	realizes
learns	learn	learn
went	went	going
go	goes	goes
goes	went	went
go	went	went
went	went	went
goes	goes	goes
held	holds	holds
hold	hold	hold
holds	holds	holds
hold	hold	hold
held	holding	held
holds	hold	hold
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
began	started	started
begin	started	begin
begins	begins	begins
begin	begin	begin
began	starts	begin
begins	started	started
accepted	referred	referred
accept	accept	accept
accepts	accepts	accepts
accept	accept	accept
accepted	dubbed	dubbed
accepts	accepts	accepts
became	became	became
become	become	become
becomes	became	became
become	became	become
became	became	became
becomes	becomes	becomes
discussed	referred	referred
discuss	discuss	answer
discusses	discusses	discusses
discuss	describes	discuss
discussed	describes	describes
discusses	addresses	addresses
protected	protecting	protecting
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	protected	protected
protects	protects	protects
brought	brought	brought
bring	bring	bring
brings	brought	brings
bring	bring	bring
brought	brought	brought
brings	brings	brings
started	beginning	beginning
start	began	began
starts	starts	starts
start	begin	begin
started	begins	begins
starts	began	began
eliminated	reduce	reduced
eliminate	eliminate	eliminate
eliminates	eliminates	eliminates
eliminate	eliminate	implement
eliminated	viewed	viewed
eliminates	eliminates	eliminates
accommodated	accommodated	accommodated
accommodate	accommodate	accommodate
accommodates	contains	contains
accommodate	accommodate	accommodate
accommodated	totalling	totalling
accommodates	examines	examines
reached	reached	reached
reach	reach	reach
reaches	reaches	reaches
reach	reach	reach
reached	reaching	reaching
reaches	reach	reach
knew	knew	knew
know	know	know
knows	knows	knows
know	know	say
knew	knew	knew
knows	knows	knows
sent	sent	sent
send	send	deliver
sends	sent	sends
send	send	send
sent	sent	sent
sends	dispatched	dispatched
called	calls	calls
call	titled	titled
calls	calls	calls
call	call	call
called	call	call
calls	titled	titled
worked	worked	worked
work	working	working
works	works	works
work	work	work
worked	worked	worked
works	working	working
earned	earned	earned
earn	earn	earn
earns	earned	earned
earn	earn	earn
earned	earned	earned
earns	earns	earns
protected	protects	protects
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	earned	earned
protects	protects	protects
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
built	built	built
build	constructed	build
builds	construct	builds
build	build	build
built	garnered	built
builds	constructed	constructed
won	won	won
win	win	win
wins	winning	won
win	win	win
won	win	win
wins	winning	winning
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provide
provides	provides	provides
built	construct	built
build	constructed	constructed
builds	construct	discovers
build	build	build
built	build	build
builds	constructed	constructed
asked	asked	asked
ask	ask	ask
asks	asks	asks
ask	ask	teach
asked	asked	asked
asks	asks	asks
thought	said	said
think	believed	believed
thinks	thinks	thinks
think	know	know
thought	thought	thought
thinks	believed	believed
resolved	settle	settle
resolve	unresolved	ratify
resolves	solve	solve
resolve	uncover	uncover
resolved	agreed	agreed
resolves	solved	solved
offered	offering	offered
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	offer	offered
offers	offers	offers
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
avoided	prevent	prevent
avoid	avoid	avoid
avoids	prevent	prevent
avoid	avoid	depend
avoided	avoid	avoid
avoids	avoids	avoids
developed	developing	developing
develop	develop	develop
develops	developing	developing
develop	produces	produces
developed	developed	developed
develops	adapted	adapted
stayed	stayed	stayed
stay	stay	stay
stays	stays	stays
stay	stay	stay
stayed	stay	stayed
stays	remained	remained
proved	proved	proved
prove	prove	prove
proves	proves	proves
prove	proved	proved
proved	proved	proved
proves	proves	proves
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	bring	brings
liked	unlike	unlike
like	loved	adapt
likes	unlike	unlike
like	fans	fans
liked	liked	liked
likes	knows	knows
served	served	served
serve	serving	serve
serves	serves	serves
serve	serve	serve
served	served	served
serves	serving	serving
supported	supporting	supporting
support	support	support
supports	supporting	supporting
support	support	support
supported	supported	supported
supports	supports	supports
called	calls	calls
call	titled	titled
calls	calls	calls
call	call	call
called	call	call
calls	termed	termed
got	got	got
get	get	get
gets	got	got
get	get	get
got	got	got
gets	gets	gets
told	told	told
tell	tells	tells
tells	tells	tells
tell	asks	tell
told	told	convinced
tells	tells	tells
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	discovers	discovers
learned	discovers	discovers
learns	learnt	learnt
left	left	left
leave	leave	leave
leaves	leaving	leaving
leave	glabrous	wheat
left	inaugurated	inaugurated
leaves	leaving	leaving
knew	understand	understand
know	knows	knows
knows	knows	knows
know	know	know
knew	knew	knew
knows	knows	knows
allowed	allows	allows
allow	permitted	permitted
allows	allows	allows
allow	allow	allowing
allowed	allow	allow
allows	allows	allows
created	created	created
create	create	create
creates	creates	creates
create	create	implementation
created	created	created
creates	creates	creates
wanted	wanted	wanted
want	want	want
wants	wants	wants
want	wanted	wanted
wanted	wanted	wanted
wants	wants	wants
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	preserved
remains	remain	remain
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
discussed	discussed	discussed
discuss	discuss	discuss
discusses	discusses	analyzes
discuss	discuss	discuss
discussed	discussed	discussed
discusses	discusses	discusses
became	became	became
become	become	become
becomes	became	became
