rougher	tougher	tougher
included	included	included
include	include	include
includes	includes	includes
include	contains	comprises
included	contains	comprises
includes	includes	featured
saved	saved	saved
save	save	save
saves	saving	saving
save	save	save
saved	saved	saved
saves	save	save
said	said	said
say	stated	stated
says	says	says
say	said	said
said	said	said
says	stated	says
sought	seeking	seeking
seek	seek	seek
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seek	seek
helped	helped	helped
help	help	help
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
received	received	received
receive	receive	receive
receives	receives	receives
receive	receive	receive
received	received	received
receives	receives	receives
came	came	came
come	come	come
comes	comes	comes
come	come	come
came	came	came
comes	comes	comes
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
told	told	told
tell	tell	tell
tells	tells	tells
tell	tell	tell
told	told	told
tells	tells	tells
stopped	stopped	stopped
stop	stop	stop
stops	stops	stops
stop	stop	stop
stopped	stop	stopped
stops	stop	stop
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	becomes
reduced	improve	improve
reduce	increased	reducing
reduces	lessen	lessen
reduce	reduce	reduce
reduced	reduce	reduced
reduces	increased	reduces
sought	sought	sought
seek	seek	seek
seeks	seeking	seeks
seek	seek	seek
sought	sought	sought
seeks	seek	seek
came	came	came
come	come	come
comes	came	came
come	came	came
came	came	came
comes	comes	comes
used	usage	usage
use	uses	uses
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
learned	learnt	learnt
learn	learn	learn
learns	learned	learns
learn	discovers	learn
learned	discovers	discovers
learns	learn	learn
went	gone	gone
go	goes	goes
goes	goes	goes
go	go	go
went	went	went
goes	goes	goes
held	holds	held
hold	hold	hold
holds	holds	holds
hold	hold	hold
held	holding	housed
holds	hold	hold
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	get	getting
gets	gets	gets
began	began	started
begin	started	begin
begins	began	began
begin	starts	begin
began	starts	started
begins	started	started
accepted	referred	referred
accept	accept	accept
accepts	accepts	accepts
accept	accept	accept
accepted	named	named
accepts	accepts	accepts
became	became	became
become	becoming	becoming
becomes	became	became
become	became	become
became	became	became
becomes	becomes	becomes
discussed	referred	referred
discuss	discussing	address
discusses	asks	asks
discuss	describes	describes
discussed	describes	describes
discusses	comments	comments
protected	protected	protected
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	protected	protected
protects	protects	protects
brought	brought	brought
bring	bring	bring
brings	brought	brought
bring	bring	bring
brought	brought	brought
brings	came	came
started	started	starting
start	began	began
starts	starts	starts
start	begin	begin
started	begins	begins
starts	began	began
eliminated	reduce	eliminated
eliminate	manage	clinch
eliminates	reduce	loses
eliminate	implement	implement
eliminated	rejected	rejected
eliminates	eliminates	eliminates
accommodated	observed	observed
accommodate	accommodate	accommodate
accommodates	incorporates	contains
accommodate	accommodate	accommodate
accommodated	accommodated	encompassed
accommodates	accommodates	accommodates
reached	reached	reached
reach	reach	reach
reaches	reaches	reaches
reach	reach	reach
reached	reach	reach
reaches	reach	reach
knew	knew	knew
know	know	know
knows	knows	knows
know	know	know
knew	knew	knew
knows	knows	knows
sent	sent	sent
send	send	send
sends	sent	sent
send	send	send
sent	sent	sent
sends	send	sends
called	calls	calls
call	entitled	entitled
calls	calls	calls
call	call	call
called	call	call
calls	titled	titled
worked	worked	worked
work	working	working
works	works	works
work	work	work
worked	worked	worked
works	working	working
earned	earned	earned
earn	earn	earn
earns	earned	earned
earn	earn	earn
earned	earned	earned
earns	earns	earns
protected	safeguard	protects
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	earned	earned
protects	protects	protects
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
built	construct	built
build	constructed	constructed
builds	construct	construct
build	build	build
built	garnered	introduced
builds	constructed	constructed
won	won	won
win	win	win
wins	winning	won
win	win	win
won	win	win
wins	winning	winning
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provided
provides	provides	provides
built	construct	construct
build	constructed	constructed
builds	construct	construct
build	build	build
built	build	build
builds	constructed	constructed
asked	asked	asked
ask	ask	ask
asks	asks	asks
ask	teach	teach
asked	asked	asked
asks	asks	asks
thought	thought	thought
think	believed	believed
thinks	thinks	thinks
think	know	know
thought	knew	knew
thinks	believed	believed
resolved	settle	settle
resolve	ratify	ratify
resolves	solve	solve
resolve	antidepressants	antidepressants
resolved	attempted	attempted
resolves	solved	solved
offered	offers	offers
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	offer	offer
offers	offering	offers
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
avoided	prevent	prevent
avoid	avoid	avoid
avoids	prevent	prevent
avoid	involve	involve
avoided	avoided	avoided
avoids	avoid	avoid
developed	developing	developing
develop	develop	develop
develops	build	build
develop	develop	develop
developed	developing	developing
develops	develop	develop
stayed	stayed	stayed
stay	stay	stay
stays	stays	stays
stay	stay	stay
stayed	stay	stay
stays	remained	stays
proved	proved	proved
prove	proven	proven
proves	proves	proves
prove	proved	proved
proved	proved	proved
proves	proves	proves
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	bring	brought
brings	brings	brings
liked	unlike	unlike
like	loved	loved
likes	unlike	unlike
like	pilgrimages	pilgrimages
liked	artistry	evelyn
likes	loved	loved
served	served	served
serve	serving	serving
serves	serves	serves
serve	serve	serve
served	served	served
serves	serving	serving
supported	supporting	supporting
support	supports	support
supports	supporting	supporting
support	support	support
supported	supported	supported
supports	supports	supports
called	calls	calls
call	named	says
calls	calls	calls
call	call	call
called	call	call
calls	named	named
got	got	got
get	get	get
gets	got	got
get	get	get
got	got	got
gets	gets	gets
told	told	told
tell	tells	tells
tells	tells	tells
tell	asks	says
told	told	told
tells	tells	tells
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	tells	tells
learned	learned	learned
learns	learn	learn
left	left	departed
leave	leaving	leave
leaves	leaves	leaves
leave	leave	leave
left	reopened	plazas
leaves	leaving	leaving
knew	knew	learned
know	know	know
knows	knows	knows
know	know	know
knew	knew	learned
knows	knows	knows
allowed	allows	provide
allow	permitted	permitted
allows	allows	allows
allow	allow	allow
allowed	allow	allow
allows	allows	allows
created	created	created
create	create	create
creates	creates	creates
create	create	create
created	created	created
creates	creates	creates
wanted	wanted	wanted
want	wished	want
wants	wants	wants
want	wanted	wanted
wanted	wanted	wanted
wants	wants	wants
made	making	making
make	make	make
makes	making	making
make	make	make
made	made	made
makes	makes	makes
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remain	remain
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
discussed	discussed	discussed
discuss	discuss	discuss
discusses	discussed	discussed
discuss	discuss	discuss
discussed	discussed	discussed
discusses	discusses	discusses
became	became	becoming
become	become	become
becomes	became	became
become	became	become
became	became	became
becomes	becomes	becomes
supported	supporting	supporting
support	support	support
supports	supports	supports
support	support	support
supported	supported	supported
supports	supports	supports
made	makes	makes
make	make	make
makes	makes	makes
make	make	make
made	make	made
makes	making	makes
asked	asked	asked
ask	asking	asking
asks	asks	asks
ask	asked	asked
asked	asked	asked
asks	asks	asks
started	started	started
start	began	began
starts	starts	starts
start	begins	begin
started	begins	begins
starts	began	began
told	told	told
tell	tells	tells
tells	tells	tells
tell	asks	asks
told	asks	asks
tells	tells	tells
reached	reached	reached
reach	reach	reach
reaches	reached	reached
reach	reach	reach
reached	reach	reach
reaches	reaching	reaching
left	left	left
leave	leaving	leave
leaves	leaving	leaving
leave	leave	leave
left	leave	leave
leaves	leaving	leaving
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
followed	followed	followed
follow	follow	follow
follows	followed	followed
follow	follow	follow
followed	followed	followed
follows	follow	follow
changed	changes	changes
change	change	change
changes	changes	changes
change	change	change
changed	change	change
changes	change	change
won	victory	victory
win	win	win
wins	victory	victory
win	win	win
won	winning	winning
wins	win	win
opened	closed	closed
open	reopened	closed
opens	opens	opens
open	open	open
opened	opened	opened
opens	opens	opens
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
accepted	refused	refused
accept	accept	accept
accepts	accepts	accepts
accept	accept	accept
accepted	accepted	accepted
accepts	accepts	accepts
became	became	became
become	become	become
becomes	became	became
become	became	became
became	became	became
becomes	becomes	becomes
determined	determines	determines
determine	decide	decide
determines	determines	determines
determine	determine	determine
determined	determine	determine
determines	determines	determines
ensured	ensuring	ensuring
ensure	ensure	ensure
ensures	ensuring	ensures
ensure	allow	allow
ensured	convinced	convinced
ensures	ensure	ensure
required	requires	requires
require	needed	needed
requires	requires	requires
require	require	require
required	require	required
requires	necessary	necessary
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	becomes
preserved	preserving	restoration
preserve	preserve	preserve
preserves	preserves	preserves
preserve	attend	renew
preserved	founded	founded
preserves	preserve	preserve
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	pay	pay
paid	paid	paid
pays	pay	pay
began	began	began
begin	started	begin
begins	began	began
begin	begin	begin
began	starts	starts
begins	started	begins
returned	returned	returned
return	return	return
returns	returns	returns
return	return	return
returned	returned	returned
returns	returns	returns
decided	decided	decided
decide	decide	decide
decides	decides	decides
decide	decided	decided
decided	decided	decided
decides	decides	decides
avoided	prevent	escaped
avoid	avoid	avoid
avoids	avoiding	avoiding
avoid	avoided	avoided
