iraq	ottoman	ottoman
brazilian	rica	brazilian
bulgarian	yugoslav	serbian
cambodian	myanmar	myanmar
chilean	bolivia	bolivia
chinese	chinese	chinese
colombian	guyana	guyana
croatian	croatian	croatian
danish	danish	danish
egyptian	cairo	cairo
english	english	english
french	french	french
german	german	german
greek	macedonian	macedonian
icelandic	swedish	june
indian	indian	indian
irish	irish	irish
korean	korean	korean
macedonian	serbia	serbia
maltese	destroyers	destroyers
mexican	santa	santa
moldovan	!align="right	!align="right
dutch	dutch	dutch
norwegian	norwegian	norwegian
peruvian	bolivia	peruvian
polish	voivodeship	pomeranian
portuguese	portuguese	portuguese
russian	russian	russian
slovakian	croatia	croatia
spanish	castile	castile
swedish	swedish	swedish
swiss	swiss	swiss
thai	myanmar	burma
ukrainian	belarus	soviet
albanian	macedonia	macedonia
argentinean	uruguay	aires
australian	australian	australian
austrian	slovakia	german
belorussian	lithuania	baltic
brazilian	janeiro	brazilian
bulgarian	macedonia	macedonia
cambodian	myanmar	thai
chilean	peru	peruvian
chinese	chinese	chinese
colombian	ecuador	bolivia
croatian	serbia	serbia
danish	danish	danish
egyptian	ancient	ancient
english	yorkshire	english
french	french	french
german	german	german
greek	macedonia	macedonia
icelandic	sunk	destroyers
indian	indian	indian
irish	irish	gaelic
israeli	israeli	israeli
macedonian	serbia	serbia
maltese	gibraltar	directing
mexican	bolivia	bolivia
moldovan	!align="right	!align="right
dutch	dutch	dutch
norwegian	norwegian	norwegian
peruvian	bolivia	bolivia
polish	voivodeship	voivodeship
portuguese	portuguese	portuguese
russian	russian	russian
slovakian	romania	slovak
spanish	aragon	spanish
swedish	stockholm	stockholm
swiss	swiss	basel
thai	thai	thai
ukrainian	ukrainian	ukrainian
albanian	macedonia	albanian
argentinean	uruguay	uruguay
australian	australian	australian
austrian	bavaria	bavaria
belorussian	poland	poland
brazilian	bolivia	bolivia
bulgarian	macedonia	macedonia
cambodian	thai	thai
chilean	bolivia	bolivia
chinese	chinese	chinese
colombian	paraguay	bolivia
croatian	serbia	croatian
danish	danish	danish
egyptian	cairo	cairo
english	yorkshire	yorkshire
french	commune	commune
german	german	german
greek	macedonia	greek
icelandic	greenland	directing
indian	indian	indian
irish	ulster	ulster
israeli	palestinian	palestinian
italian	italian	italian
maltese	convoy	convoy
mexican	colombia	colombia
moldovan	!align="right	!align="right
dutch	dutch	dutch
norwegian	sweden	oslo
peruvian	bolivia	bolivia
polish	voivodeship	voivodeship
portuguese	portuguese	portuguese
russian	russian	russian
slovakian	poland	poland
spanish	castile	castile
swedish	swedish	swedish
swiss	swiss	swiss
thai	myanmar	myanmar
ukrainian	russian	russian
albanian	albanian	albanian
argentinean	uruguay	uruguay
australian	australian	australian
austrian	bavaria	bavaria
belorussian	poland	polish
brazilian	colombia	colombia
bulgarian	slavic	slavic
cambodian	vietnam	vietnam
chilean	bolivia	bolivia
chinese	taiwan	taiwan
colombian	guyana	guyana
croatian	croatian	croatian
danish	sweden	sweden
egyptian	cairo	cairo
english	sussex	english
french	french	french
german	german	german
greek	ancient	ancient
icelandic	greenland	siberia
indian	karnataka	karnataka
irish	gaelic	gaelic
israeli	palestinian	palestinian
italian	italian	italian
japanese	tokyo	taiwan
mexican	!align="right	!align="right
moldovan	!align="right	!align="right
dutch	!align="right	!align="right
norwegian	!align="right	!align="right
peruvian	!align="right	!align="right
polish	!align="right	!align="right
portuguese	!align="right	!align="right
russian	!align="right	!align="right
slovakian	!align="right	!align="right
spanish	!align="right	!align="right
swedish	!align="right	!align="right
swiss	!align="right	!align="right
thai	!align="right	!align="right
ukrainian	!align="right	!align="right
albanian	!align="right	!align="right
argentinean	!align="right	!align="right
australian	!align="right	!align="right
austrian	!align="right	!align="right
belorussian	!align="right	!align="right
brazilian	!align="right	!align="right
bulgarian	!align="right	!align="right
cambodian	!align="right	!align="right
chilean	!align="right	!align="right
chinese	!align="right	!align="right
colombian	!align="right	!align="right
croatian	!align="right	!align="right
danish	!align="right	!align="right
egyptian	!align="right	!align="right
english	!align="right	!align="right
french	!align="right	!align="right
german	!align="right	!align="right
greek	!align="right	!align="right
icelandic	!align="right	!align="right
indian	!align="right	!align="right
irish	!align="right	!align="right
israeli	!align="right	!align="right
italian	!align="right	!align="right
japanese	!align="right	!align="right
korean	!align="right	!align="right
moldovan	!align="right	!align="right
dutch	denmark	denmark
norwegian	norwegian	norwegian
peruvian	bolivia	peruvian
polish	voivodeship	voivodeship
portuguese	portuguese	portuguese
russian	russian	russian
slovakian	czech	czech
spanish	len	len
swedish	denmark	denmark
swiss	swiss	swiss
thai	myanmar	thai
ukrainian	kazakhstan	kazakhstan
albanian	albanian	albanian
argentinean	aires	argentine
australian	australian	australian
austrian	germany	czech
belorussian	ukraine	ukraine
brazilian	portuguese	portuguese
bulgarian	macedonia	czech
cambodian	malaysia	thai
chilean	copa	copa
chinese	chinese	chinese
colombian	trinidad	colombian
croatian	croatian	croatian
danish	sweden	sweden
egyptian	cairo	cairo
english	yorkshire	yorkshire
french	french	french
german	german	german
greek	eurovision	eurovision
icelandic	scandinavia	eurovision
indian	pradesh	andhra
irish	irish	irish
israeli	israeli	israeli
italian	italian	italian
japanese	japan's	japan's
korean	china	china
macedonian	serbia	serbia
dutch	switzerland	switzerland
norwegian	sweden	sweden
peruvian	bolivia	bolivia
polish	voivodeship	voivodeship
portuguese	spain	spain
russian	russian	russian
slovakian	czech	czech
spanish	castile	castile
swedish	norway	norway
swiss	netherlands	netherlands
thai	myanmar	myanmar
ukrainian	belarus	belarus
albanian	macedonia	macedonia
argentinean	uruguay	uruguay
australian	australian	australian
austrian	hungary	hungary
belorussian	ukraine	ukraine
brazilian	ecuador	ecuador
bulgarian	macedonia	macedonia
cambodian	thailand	thailand
chilean	peru	peru
chinese	taiwan	taiwan
colombian	venezuela	venezuela
croatian	serbia	serbia
danish	sweden	sweden
egyptian	cairo	cairo
english	sussex	sussex
french	paris	paris
german	german	german
greek	cyprus	cyprus
icelandic	norway	norway
indian	pradesh	pradesh
irish	irish	irish
israeli	palestinian	palestinian
italian	switzerland	switzerland
japanese	korea	korea
korean	japan	japan
macedonian	serbia	serbia
maltese	sicily	sicily
norwegian	norwegian	norwegian
peruvian	chile	chile
polish	voivodeship	voivodeship
portuguese	portuguese	portuguese
russian	russian	russian
slovakian	slovak	slovak
spanish	spanish	spanish
swedish	swedish	swedish
swiss	swiss	swiss
thai	myanmar	myanmar
ukrainian	russian	russian
albanian	albanian	albanian
argentinean	chile	chile
australian	australian	australian
austrian	austrian	austrian
belorussian	lithuania	polish
brazilian	rio	portuguese
bulgarian	fk	fk
cambodian	myanmar	myanmar
chilean	bolivia	bolivia
chinese	chinese	chinese
colombian	guyana	guyana
croatian	serbia	herzegovina
danish	danish	danish
egyptian	syria	egyptian
english	yorkshire	lancashire
french	french	french
german	german	german
greek	macedonia	greek
icelandic	greenland	escorted
indian	indian	indian
irish	galway	galway
israeli	israeli	israeli
italian	italian	italian
japanese	osaka	osaka
korean	china	seoul
macedonian	serbia	serbian
maltese	escorted	escorted
mexican	chile	chile
peruvian	bolivia	bolivia
polish	voivodeship	voivodeship
portuguese	portuguese	portuguese
russian	russian	russian
slovakian	slovak	slovak
spanish	castile	spanish
swedish	swedish	swedish
swiss	swiss	swiss
thai	myanmar	myanmar
ukrainian	ukrainian	ukrainian
albanian	albanian	albanian
argentinean	uruguay	uruguay
australian	sydney	sydney
austrian	bavaria	bavaria
belorussian	polish	ukrainian
brazilian	peru	guyana
bulgarian	fk	fk
cambodian	myanmar	myanmar
chilean	peru	peru
chinese	chinese	chinese
colombian	guyana	guyana
croatian	serbia	fk
danish	danish	danish
egyptian	syria	syria
english	sussex	sussex
french	french	french
german	german	german
greek	cyprus	athens
icelandic	danish	danish
indian	indian	indian
irish	irish	irish
israeli	palestinian	palestinian
italian	italian	italian
japanese	japan's	japan's
korean	seoul	seoul
macedonian	serbia	serbian
maltese	gibraltar	capture
mexican	mexican	mexican
moldovan	!align="right	!align="right
polish	voivodeship	voivodeship
portuguese	porto	porto
russian	russian	russian
slovakian	slovenia	slovenia
spanish	castile	castile
swedish	norway	swedish
swiss	swiss	swiss
thai	myanmar	myanmar
ukrainian	russia	lithuania
albanian	albanian	albanian
argentinean	aires	aires
australian	australian	australian
austrian	germany	germany
belorussian	lithuania	lithuania
brazilian	paulo	paulo
bulgarian	bosnia	bosnia
cambodian	myanmar	myanmar
chilean	chilean	chilean
chinese	chinese	chinese
colombian	colombian	colombian
croatian	herzegovina	herzegovina
danish	norway	danish
egyptian	cairo	cairo
english	surrey	surrey
french	paris	du
german	german	german
greek	cyprus	cyprus
icelandic	finland	finland
indian	indian	indian
irish	irish	irish
israeli	israeli	israeli
italian	italian	italian
japanese	japanese	japanese
korean	korean	korean
macedonian	bosnia	bosnia
maltese	gibraltar	gibraltar
mexican	california	california
moldovan	!align="right	!align="right
dutch	dutch	dutch
portuguese	portuguese	portuguese
russian	russian	russian
slovakian	czech	czech
spanish	castile	spanish
swedish	swedish	swedish
swiss	swiss	emigrated
thai	myanmar	myanmar
ukrainian	soviet	soviet
albanian	albanian	albanian
argentinean	uruguay	uruguay
australian	australian	australian
austrian	austrian	austrian
belorussian	lithuania	lithuania
brazilian	bolivia	bolivia
bulgarian	macedonia	bulgarian
cambodian	laos	laos
chilean	bolivia	bolivia
chinese	taiwan	chinese
colombian	ecuador	bolivia
croatian	serbia	croatian
danish	danish	danish
egyptian	syria	syria
english	sussex	sussex
french	french	french
german	german	german
greek	cyprus	greek
icelandic	norway	norway
indian	maharashtra	maharashtra
irish	irish	irish
israeli	rabbi	rabbi
italian	italian	italian
japanese	osaka	osaka
korean	china	china
macedonian	serbia	macedonian
maltese	sicily	sicily
mexican	bolivia	bolivia
moldovan	!align="right	!align="right
dutch	dutch	dutch
norwegian	norwegian	norwegian
russian	russian	russian
slovakian	czech	czech
spanish	spanish	spanish
swedish	swedish	swedish
swiss	swiss	swiss
thai	myanmar	myanmar
ukrainian	russian	russian
albanian	albanian	albanian
argentinean	chile	chile
australian	australian	australian
austrian	german	german
belorussian	polish	polish
brazilian	bolivia	bolivia
bulgarian	albania	albania
cambodian	myanmar	myanmar
chilean	bolivia	bolivia
chinese	chinese	chinese
colombian	guyana	guyana
croatian	croatian	croatian
danish	danish	danish
egyptian	syria	egyptian
english	english	english
french	french	french
german	german	german
greek	ottoman	ottoman
icelandic	greenland	icelandic
indian	goa	indian
irish	irish	irish
israeli	jewish	jewish
italian	italian	italian
japanese	japanese	japanese
korean	chinese	chinese
macedonian	serbian	serbian
maltese	spanish	british
mexican	spanish	spanish
moldovan	!align="right	!align="right
dutch	dutch	dutch
norwegian	norwegian	norwegian
peruvian	bolivia	bolivia
slovakian	czech	czech
spanish	catalonia	catalonia
swedish	swedish	swedish
swiss	swiss	swiss
thai	myanmar	myanmar
ukrainian	ukrainian	ukrainian
albanian	albanian	albanian
argentinean	uruguay	uruguay
australian	australian	australian
austrian	austrian	austrian
belorussian	lithuania	lithuania
brazilian	colombia	colombia
bulgarian	serbia	serbia
cambodian	myanmar	myanmar
chilean	peru	peru
chinese	chinese	chinese
colombian	ecuador	ecuador
croatian	serbia	serbia
danish	danish	danish
egyptian	syria	egyptian
english	english	english
french	french	french
german	german	german
greek	macedonia	greek
icelandic	greenland	greenland
indian	indian	indian
irish	galway	galway
israeli	palestinian	palestinian
italian	italian	italian
japanese	tokyo	osaka
korean	korean	korean
macedonian	serbia	serbia
maltese	convoy	convoy
mexican	guatemala	honduras
moldovan	!align="right	!align="right
dutch	dutch	dutch
norwegian	norwegian	norwegian
peruvian	bolivia	bolivia
polish	voivodeship	lublin
spanish	!align="right	!align="right
swedish	!align="right	!align="right
swiss	!align="right	!align="right
thai	!align="right	!align="right
ukrainian	!align="right	!align="right
albanian	!align="right	!align="right
argentinean	!align="right	!align="right
australian	!align="right	!align="right
austrian	!align="right	!align="right
belorussian	!align="right	!align="right
brazilian	!align="right	!align="right
bulgarian	!align="right	!align="right
cambodian	!align="right	!align="right
chilean	!align="right	!align="right
chinese	!align="right	!align="right
colombian	!align="right	!align="right
croatian	!align="right	!align="right
danish	!align="right	!align="right
egyptian	!align="right	!align="right
english	!align="right	!align="right
french	!align="right	!align="right
german	!align="right	!align="right
greek	!align="right	!align="right
icelandic	!align="right	!align="right
indian	!align="right	!align="right
irish	!align="right	!align="right
israeli	!align="right	!align="right
italian	!align="right	!align="right
japanese	!align="right	!align="right
korean	!align="right	!align="right
macedonian	!align="right	!align="right
maltese	!align="right	!align="right
mexican	!align="right	!align="right
moldovan	!align="right	!align="right
dutch	!align="right	!align="right
norwegian	!align="right	!align="right
peruvian	!align="right	!align="right
polish	!align="right	!align="right
portuguese	!align="right	!align="right
swedish	swedish	swedish
swiss	swiss	swiss
thai	myanmar	myanmar
ukrainian	russian	russian
albanian	albanian	albanian
argentinean	aires	aires
australian	australian	australian
austrian	bavaria	german
belorussian	polish	polish
brazilian	bolivia	brazilian
bulgarian	serbian	serbian
cambodian	myanmar	myanmar
chilean	bolivia	primera
chinese	chinese	chinese
colombian	guyana	cuba
