rougher	riders	riders
includes	includes	cd
decided	must	must
decide	would	would
decides	must	assessed
decide	refuses	refuses
decided	refuses	refuses
decides	wanted	resign
ended	start	201213
end	win	win
ends	201011	year
end	turns	heads
ended	continues	continues
ends	win	scoreless
extended	pitched	pitched
extend	extension	extension
extends	pushed	pushed
extend	extending	extending
extended	extending	extending
extends	additional	northward
went	going	going
go	win	win
goes	you	don't
go	go	find
went	earning	walks
goes	next	next
liked	going	going
like	didn't	didn't
likes	think	think
like	honors	honors
liked	earning	earning
likes	didn't	didn't
served	serving	serving
serve	appointed	deputy
serves	serving	serving
serve	education	education
served	named	named
serves	deputy	deputy
changed	changes	changes
change	reflect	reflect
changes	changes	changes
change	change	change
changed	change	change
changes	subchannel	subchannel
returned	returned	returned
return	loaned	loaned
returns	prehistoric	fossil
return	goes	herself
returned	returned	returned
returns	unearthed	mausoleum
learned	teach	learnt
learn	learn	learn
learns	unearthed	unearthed
learn	tells	tells
learned	tells	finally
learns	unearthed	unearthed
thought	i	i'm
think	seems	seems
thinks	know	know
think	feels	feels
thought	tells	tells
thinks	unearthed	unearthed
became	became	became
become	chief	chief
becomes	burials	burials
become	become	develops
became	become	become
becomes	prehistoric	prehistoric
understood	characterize	characterize
understand	understand	understand
understands	unearthed	unearthed
understand	understand	understand
understood	until	until
understands	unearthed	mausoleum
sent	messages	messages
send	send	larger
sends	!align="right	colspan=3|total
send	accommodation	accommodation
sent	send	arrive
sends	!align="right	colspan=3|total
needed	know	enough
need	necessary	necessary
needs	!align="right	colspan=3|total
need	accommodation	accommodation
needed	accommodate	accommodation
needs	colspan=3|total	colspan=3|total
preserved	wildlife	wildlife
preserve	fragmentary	fragmentary
preserves	!align="right	!align="right
preserve	geologic	geologic
preserved	geologic	geologic
preserves	!align="right	colspan=3|total
developed	implement	implement
develop	use	use
develops	!align="right	!align="right
develop	accommodation	accommodation
developed	cabins	cabins
develops	colspan=3|total	colspan=3|total
served	four-year	four-year
serve	appointed	deputy
serves	!align="right	!align="right
serve	enrollment	enrollment
served	9-12	9-12
serves	!align="right	!align="right
protected	environmental	environmental
protect	conservation	conservation
protects	privacy	privacy
protect	restore	restore
protected	maternal	mother
protects	conservation	conservation
required	requirements	requirements
require	must	must
requires	requirements	requirements
require	required	required
required	required	required
requires	must	must
happened	what	what
happen	anymore	anymore
happens	what	what
happen	realize	realize
happened	never	never
happens	what	what
saved	saved	saved
save	save	save
saves	saved	saved
save	shutouts	shutouts
saved	shutouts	shutouts
saves	brink	brink
understood	why	why
understand	understand	understand
understands	why	why
understand	understand	understand
understood	fluent	fluent
understands	relate	deals
brought	win	4-1
bring	put	put
brings	find	persuade
bring	201011	200708
brought	victory	victory
brings	continues	continues
led	victory	overtime
lead	season	team
leads	singer	overtime
lead	200809	200809
led	victory	victory
leads	turns	turns
had	1-1	1-1
have	were	were
has	some	some
have	since	since
had	since	since
has	were	were
sought	victory	1-1
seek	help	help
seeks	agrees	willing
seek	empower	empower
sought	win	win
seeks	help	help
said	i	know
say	saying	saying
says	you	you
say	start	start
said	victory	victory
says	saying	i'm
looked	appointed	like
look	five-year	five-year
looks	like	like
look	realizes	realizes
looked	appointed	adjutant
looks	preschool	preschool
resolved	disputes	disputes
resolve	resolve	resolve
resolves	disputes	disputes
resolve	!align="right	!align="right
resolved	!align="right	!align="right
resolves	resolve	resolve
returned	appointed	returned
return	return	return
returns	punt	punt
return	goes	attempts
returned	appointed	goes
returns	return	return
used	appointed	appointed
use	use	use
uses	drugs	drugs
use	using	using
used	appointed	general
uses	uses	uses
offered	appointed	appointment
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	courses	offering
offers	students	students
believed	why	believed
believe	accepted	accepted
believes	why	ain't
believe	accepted	accepted
believed	accepted	harry
believes	programs	activities
felt	it's	it's
feel	feel	feel
feels	it's	it's
feel	feeling	feeling
felt	feeling	feeling
feels	feel	feel
determined	determined	determined
determine	automatically	automatically
determines	examination	examination
determine	accepted	specified
determined	determined	determined
determines	determine	determine
gave	make	make
give	reviews	positive
gives	go	go
give	give	give
gave	give	give
gives	positive	positive
thought	i	i
think	seems	seems
thinks	i	it's
think	feels	feels
thought	knows	knows
thinks	seems	seems
came	go	go
come	prior	prior
comes	go	go
come	better	better
came	goes	grew
comes	soon	soon
included	various	various
include	includes	includes
includes	various	various
include	included	included
included	included	included
includes	bonus	bonus
saved	saves	saved
save	rescued	rescued
saves	saves	saves
save	shutouts	shutouts
saved	shutouts	shutouts
saves	rescued	rescued
said	you	you
say	saying	saying
says	you	you
say	doesn't	how
said	go	go
says	saying	saying
sought	re-election	decided
seek	help	seeks
seeks	re-election	re-election
seek	empower	empower
sought	able	able
seeks	seeking	refuge
helped	efforts	efforts
help	decided	decided
helps	efforts	efforts
help	re-election	re-election
helped	help	help
helps	able	able
received	receiving	receiving
receive	garnered	garnered
receives	eligible	recipients
receive	receiving	hajj
received	receiving	receiving
receives	garnered	garnered
came	going	going
come	took	took
comes	want	want
come	term	term
came	meaning	meaning
comes	next	next
got	want	know
get	getting	getting
gets	want	want
get	angry	angry
got	tries	tries
gets	getting	want
told	know	going
tell	said	forgive
tells	want	can't
tell	asks	asks
told	him	him
tells	said	recounted
stopped	stops	train
stop	fight	fight
stops	stops	stops
stop	stop	stop
stopped	bus	train
stops	tells	tells
looked	said	said
look	thing	theres
looks	says	says
look	myself	myself
looked	said	notified
looks	tells	thinks
became	became	became
become	served	honorary
becomes	becomes	becomes
become	become	become
became	become	become
becomes	tells	tells
reduced	reducing	reducing
reduce	increased	increased
reduces	reducing	reducing
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
sought	chose	chose
seek	help	trying
seeks	agrees	agrees
seek	empower	empower
sought	sought	sought
seeks	tells	tries
came	want	never
come	brought	here
comes	!align="right	!align="right
come	dispute	dispute
came	dispute	dispute
comes	!align="right	!align="right
used	using	using
use	use	use
uses	!align="right	!align="right
use	using	using
used	using	using
uses	!align="right	!align="right
learned	learned	learned
learn	learn	learn
learns	!align="right	!align="right
learn	dispute	dispute
learned	dispute	dispute
learns	!align="right	!align="right
went	want	wants
go	win	win
goes	!align="right	!align="right
go	dispute	dispute
went	dispute	dispute
goes	!align="right	!align="right
held	although	although
hold	event	event
holds	!align="right	!align="right
hold	disputes	disputes
held	dispute	dispute
holds	!align="right	!align="right
got	make	make
get	know	know
gets	gets	gets
get	get	get
got	girl	girl
gets	getting	getting
began	announced	announced
begin	callsign	callsign
begins	project	project
begin	continues	continues
began	continues	continues
begins	call	call
accepted	accepted	accepted
accept	accept	accept
accepts	accepting	accepting
accept	decides	decides
accepted	proposes	proposes
accepts	call	requests
became	rather	rather
become	caller	caller
becomes	becomes	becomes
become	continues	then
became	eventually	eventually
becomes	call	call
discussed	topics	topics
discuss	question	answered
discusses	topics	topics
discuss	examines	examines
discussed	reference	reference
discusses	questions	questions
protected	protecting	protecting
protect	conservation	conservation
protects	preserve	preserve
protect	rights	rights
protected	protective	protective
protects	protection	protection
brought	revive	revive
bring	meet	meet
brings	get	gain
bring	forum	experts
brought	regarding	issue
brings	working	working
started	saw	saw
start	began	began
starts	end	end
start	comes	notices
started	era	era
starts	began	working
eliminated	reduce	reduction
eliminate	semi-finals	elimination
eliminates	gangs	gangs
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	semi-finals	semi-finals
accommodated	classrooms	classrooms
accommodate	accommodate	accommodate
accommodates	spacious	spacious
accommodate	!align="right	!align="right
accommodated	!align="right	!align="right
accommodates	accommodate	accommodate
reached	reached	reached
reach	singles	singles
reaches	reaching	reaching
reach	river	river
reached	confluence	confluence
reaches	singles	singles
knew	what	what
know	tell	tell
knows	think	think
know	nobody	nobody
knew	know	what
knows	why	anything
sent	sent	sent
send	band	band
sends	messages	sent
send	receives	receives
sent	receives	receives
sends	send	send
called	calls	calls
call	band	band
calls	calls	calls
call	call	call
called	call	call
calls	sometimes	sometimes
worked	art	art
work	presenter	presenter
works	works	works
work	concert	songs
worked	work	work
works	working	writer
earned	earning	earning
earn	earn	earn
earns	earning	earning
earn	earn	earn
earned	earning	earning
earns	losses	losses
protected	critics	critics
protect	protection	protection
protects	safeguard	safeguard
protect	protected	protected
protected	critics	critics
protects	conservation	conservation
met	critics	critics
meet	meet	meet
meets	arrives	arrives
meet	meet	meet
met	critics	earned
meets	sent	sent
got	go	got
get	get	know
gets	don't	don't
get	get	get
got	acclaim	acclaim
gets	that's	that's
built	construction	construction
build	constructed	constructed
builds	construct	construct
build	build	build
built	acclaim	cum
builds	constructed	constructed
won	victory	victory
win	winning	winning
wins	victory	victory
win	shutouts	shutouts
won	losses	losses
wins	winning	winning
provided	providing	providing
provide	provide	provide
provides	provided	provided
provide	provide	provide
provided	provide	provide
provides	sends	sends
built	construct	construct
build	constructed	constructed
builds	construction	construction
build	teach	learning
built	unrelated	unrelated
builds	buildings	buildings
asked	asked	asked
ask	ask	did
asks	asks	asks
ask	ask	ask
asked	ask	ask
asks	refuses	refuses
thought	i	i
think	create	create
thinks	i'm	she's
think	think	think
thought	think	think
thinks	convinces	convinces
resolved	resolved	resolved
resolve	disputes	disputes
resolves	resolved	resolved
resolve	!align="right	colspan=3|total
resolved	!align="right	!align="right
resolves	dispute	dispute
offered	offered	offered
offer	offers	offers
offers	offered	offered
offer	courses	courses
offered	courses	courses
offers	offer	offers
had	be	be
have	were	were
has	been	been
have	since	since
had	since	1970s
has	were	were
avoided	prevent	prevent
avoid	avoiding	calcium
avoids	prevent	prevent
avoid	responding	responding
avoided	activates	activates
avoids	avoid	avoid
developed	aims	aims
develop	developer	developer
develops	create	create
develop	distributes	distributes
developed	distributes	distributes
develops	become	developing
stayed	leave	decides
stay	weeks	weeks
stays	agrees	agrees
stay	be	be
stayed	cared	confess
stays	weeks	weeks
proved	proof	proof
prove	proven	proven
proves	proof	proof
