iraq	mosul	mosul
hid	!	!
hit	!	!
implemented	!	!
increased	!	!
jumped	!	!
knew	!	!
listened	!	!
looked	!	!
moved	!	!
paid	!	!
played	!	!
predicted	!	!
read	!	!
ran	!	!
said	!	!
sold	shops	shops
shrank	coincided	coincided
sang	vocalists	revived
sat	sat	vice-president
slept	mcdonough	mcdonough
slowed	slowed	slowed
spent	expenditure	expenditure
struck	coincided	culminating
swam	aquatics	aquatics
took	took	took
thought	culminating	culminating
vanished	coincided	coincided
walked	escalators	marking
wrote	marking	marking
danced	synthpop	synthpop
decreased	increase	increase
described	coincided	coincided
enhanced	biomedical	biomedical
fell	falls	falls
fed	crocodiles	crocodiles
flew	flew	flew
generated	megawatts	megawatts
went	coincided	mafia
hid	strangled	strangled
hit	on-base	on-base
implemented	culminating	culminating
increased	increase	increase
jumped	sherbrooke	sherbrooke
knew	aggravated	aggravated
listened	coincided	coincided
looked	coincided	coincided
moved	coincided	coincided
paid	paid	paid
played	played	played
predicted	coincided	coincided
read	coincided	coincided
ran	ran	ran
said	silly	silly
screamed	sparked	sparked
shrank	seceded	seceded
sang	sang	sang
sat	sat	sat
slept	stumbles	interrupted
slowed	slowed	slowed
spent	spent	spent
struck	disintegrated	disintegrated
swam	swam	swam
took	take	take
thought	thought	thought
vanished	finitely	finitely
walked	promenade	promenade
wrote	script	script
danced	singing	performed
decreased	decreased	hemoglobin
described	labelled	labelled
enhanced	enhanced	enhanced
fell	fell	lacey
fed	birds	birds
flew	flight	flight
generated	generated	parametric
went	go	gutted
hid	escaped	escaped
hit	starter	starter
implemented	implemented	probabilistic
increased	decreased	decreased
jumped	stallion	stallion
knew	given	given
listened	music	music
looked	repainted	repainted
moved	moved	moved
paid	pay	pay
played	played	played
predicted	technically	technically
read	mv	mv
ran	run	run
said	stated	stated
screamed	woke	woke
saw	bought	heard
sang	!	!
sat	!	!
slept	!	!
slowed	!	!
spent	!	!
struck	!	!
swam	!	!
took	!	!
thought	!	!
vanished	!	!
walked	!	!
wrote	!	!
danced	!	!
decreased	!	!
described	!	!
enhanced	!	!
fell	!	!
fed	!	!
flew	!	!
generated	!	!
went	!	!
hid	!	!
hit	!	!
implemented	!	!
increased	!	!
jumped	!	!
knew	!	!
listened	!	!
looked	!	!
moved	!	!
paid	!	!
played	!	!
predicted	!	!
read	!	!
ran	!	!
said	!	!
screamed	!	!
saw	!	!
sold	!	!
sat	ran	ran
slept	thrse	gabrielle
slowed	gastrointestinal	gastrointestinal
spent	spent	spent
struck	batters	batters
swam	swam	ramsar
took	took	took
thought	understands	olson
vanished	peanut	peanut
walked	jennifer	jennifer
wrote	written	written
danced	choreographed	attracts
decreased	decreased	decreased
described	labelled	labelled
enhanced	agonist	agonist
fell	falls	falls
fed	insects	species
flew	flew	flew
generated	producing	producing
went	asks	asks
hid	massacres	massacres
hit	hit	hit
implemented	treating	treating
increased	decreased	decreased
jumped	goran	goran
knew	asks	asks
listened	orbison	orbison
looked	asks	asks
moved	played	played
paid	payable	payable
played	played	played
predicted	olson	olson
read	fairview	fairview
ran	ran	ran
said	asks	asks
screamed	ewell	ewell
saw	persuaded	persuaded
sold	sold	sold
shrank	rusk	rusk
slept	fright	fright
slowed	slowed	implementations
spent	spent	spent
struck	strike	sparking
swam	rowing	rowing
took	take	take
thought	ideas	ideas
vanished	velocities	velocities
walked	biking	biking
wrote	huffington	huffington
danced	dance	boyz
decreased	24.1	24.1
described	characterization	characterization
enhanced	specifying	specifying
fell	fell	fell
fed	feed	feed
flew	messerschmitt	messerschmitt
generated	generates	generates
went	go	entered
hid	hid	hid
hit	rbis	rbis
implemented	implementations	implementations
increased	increased	linkages
jumped	busan	busan
knew	specifying	specifying
listened	sligo	sligo
looked	pictures	pictures
moved	relocated	relocated
paid	pay	pay
played	played	played
predicted	specifying	specifying
read	specifying	specifying
ran	run	run
said	felt	felt
screamed	screams	gaye
saw	1755	1755
sold	sold	sold
shrank	westport	westport
sang	vocal	sisters
slowed	build-up	build-up
spent	spent	spent
struck	batters	batters
swam	fina	fina
took	take	agreeing
thought	tempted	want
vanished	riaa	riaa
walked	walks	walks
wrote	written	poets
danced	stupid	stupid
decreased	rate	rate
described	candid	candid
enhanced	forging	forging
fell	rebounded	lacey
fed	crabs	crabs
flew	flew	flew
generated	electricity	electricity
went	couldn	couldn
hid	discovers	discovers
hit	batting	batting
implemented	infrastructure	infrastructure
increased	increased	increased
jumped	jump	triassic
knew	confides	confides
listened	talk	talk
looked	think	think
moved	move	move
paid	pay	pay
played	played	played
predicted	diabetes	gop
read	aek	aek
ran	ran	ran
said	stated	stated
screamed	vicki	vicki
saw	outfielder	outfielder
sold	sales	owning
shrank	bottoms	bottoms
sang	onstage	onstage
sat	sit	sit
spent	spent	spent
struck	lacked	lacked
swam	1500m	1500m
took	took	took
thought	ideas	sense
vanished	vanishes	vanishes
walked	pedestrian	travel
wrote	prose	prose
danced	shakira	minstrel
decreased	decreased	available
described	praised	praised
enhanced	available	available
fell	fell	fell
fed	tortoises	tortoises
flew	flew	flew
generated	generated	generated
went	got	got
hid	tortures	tortures
hit	hit	hit
implemented	undertaken	undertaken
increased	decreased	flourished
jumped	wrecked	stallion
knew	find	find
listened	oldies	mid-1960s
looked	find	find
moved	moved	moved
paid	paid	paid
played	played	played
predicted	circulation	available
read	acme	acme
ran	run	run
said	stating	stating
screamed	pick	pick
saw	flourished	flourished
sold	sold	sold
shrank	reduced	acme
sang	duets	soloists
sat	sat	seated
slept	stumbles	stumbles
struck	batters	batters
swam	aquatics	aquatics
took	took	took
thought	standoff	standoff
vanished	gaussian	gaussian
walked	promenade	collided
wrote	musical	fiction
danced	dancer	dancer
decreased	leakage	leakage
described	detailed	detailed
enhanced	isolating	isolating
fell	fell	collided
fed	larvae	larvae
flew	curtiss	walrus
generated	gw	gw
went	went	went
hid	escaped	escaped
hit	rbis	reds
implemented	nurturing	nurturing
increased	increased	increased
jumped	dressage	dressage
knew	learns	learns
listened	acoustic	heard
looked	shards	shards
moved	relocated	relocated
paid	paid	paid
played	played	played
predicted	bayesian	bayesian
read	schoolmaster	transcribed
ran	run	ran
said	replied	replied
screamed	screams	beethoven
saw	collided	collided
sold	sold	sold
shrank	plagued	chem
sang	sang	dancer
sat	sat	sat
slept	stumbles	stumbles
slowed	collided	collided
swam	swam	swam
took	took	took
thought	gonna	gonna
vanished	earthquakes	earthquakes
walked	junk	junk
wrote	written	written
danced	earthquakes	junk
decreased	junk	junk
described	junk	junk
enhanced	junk	junk
fell	fell	6-0
fed	larvae	junk
flew	flew	flew
generated	offshore	offshore
went	got	got
hid	explosives	explosives
hit	hit	earthquake
implemented	junk	junk
increased	earthquakes	earthquakes
jumped	junk	junk
knew	junk	junk
listened	listens	listens
looked	junk	junk
moved	moved	moved
paid	monies	monies
played	played	played
predicted	earthquakes	earthquakes
read	write	write
ran	run	ran
said	stating	stating
screamed	junk	junk
saw	outbreak	outbreak
sold	junk	junk
shrank	chinatown	chinatown
sang	sang	sang
sat	election	election
slept	stumbles	stumbles
slowed	regenerate	junk
spent	spent	spent
took	takes	sailed
thought	thought	thought
vanished	minted	minted
walked	escorted	escorted
wrote	writes	writes
danced	23-year-old	23-year-old
decreased	reducing	reducing
described	statement	statement
enhanced	improving	human
fell	fell	fell
fed	insects	insects
flew	aircraft	aircraft
generated	waveform	waveform
went	got	got
hid	arrested	arrested
hit	inning	inning
implemented	intercepting	intercepting
increased	increased	reducing
jumped	jumped	jumped
knew	determined	determined
listened	sounded	sounded
looked	conspired	conspired
moved	move	move
paid	shillings	shillings
played	played	played
predicted	estimating	report
read	handwritten	handwritten
ran	ran	ran
said	sounded	statement
screamed	rage	rage
saw	begs	begs
sold	sold	smuggled
shrank	fugitives	fugitives
sang	vocalists	vocalists
sat	bounced	bounced
slept	bartender	bartender
slowed	pollutants	pollutants
spent	spent	spent
struck	struck	struck
thought	pardoned	pardoned
vanished	rose	rose
walked	hiking	ellis
wrote	journalism	journalism
danced	singing	jingles
decreased	kamchatka	kamchatka
described	describe	describe
enhanced	cooperative	cooperative
fell	fell	fell
fed	larva	parrots
flew	flew	flew
generated	megawatts	megawatts
went	got	got
hid	escaped	escaped
hit	batting	batting
implemented	implemented	implemented
increased	increased	increased
jumped	canoeist	canoeist
knew	persuaded	persuaded
listened	heard	heard
looked	something	something
moved	moved	moved
paid	paid	paid
played	played	played
predicted	reappointed	rose
read	f.c	hackney
ran	run	run
said	stating	said
screamed	heard	heard
saw	heard	heard
sold	sold	sold
shrank	pliocene	pliocene
sang	singer	heard
sat	sat	sat
slept	stumbles	stumbles
slowed	slowed	slowed
spent	spent	spent
struck	batters	strikeout
swam	aquatics	aquatics
vanished	majestic	majestic
walked	dogs	dogs
wrote	written	written
danced	dancers	wife
decreased	canals	canals
described	characterization	opined
enhanced	facilitating	facilitating
fell	fell	remedy
fed	species	species
flew	aircraft	reformation
generated	generated	encodes
went	supposed	supposed
hid	hid	hid
hit	hit	arm
implemented	applicable	applicable
increased	increased	increased
jumped	triassic	triassic
knew	believed	ancestors
listened	listeners	listeners
looked	believed	set-up
moved	move	move
paid	paid	paid
played	played	played
predicted	variability	variability
read	copy	copy
ran	run	browns
said	opined	opined
screamed	30p.m.	30p.m.
saw	mcintyre	mcintyre
sold	sold	sold
shrank	ribosomal	ribosomal
sang	heard	heard
sat	depicted	seats
slept	spirits	spirits
slowed	adverse	adverse
spent	spent	spent
struck	deposits	deposits
swam	swam	bund
took	took	took
walked	horseback	horseback
wrote	transcriptions	transcriptions
danced	singing	singing
decreased	decreased	decreased
described	contending	footage
enhanced	nurtured	nurtured
fell	fell	fell
fed	eating	eating
flew	flew	flew
generated	obstructed	obstructed
went	they	they
hid	hid	hid
hit	hit	destroyed
implemented	bsd	bsd
increased	decreased	decreased
jumped	tumbling	tumbling
knew	saddened	actually
listened	watching	praying
looked	ransacked	ransacked
moved	joining	truro
paid	pay	pay
played	played	played
predicted	outburst	30.1
read	portsmouth	portsmouth
ran	run	run
said	stating	stating
screamed	screams	screams
saw	ransacked	ransacked
sold	sold	sold
shrank	massacred	massacred
sang	sung	sung
sat	obstructed	obstructed
slept	horseback	horseback
slowed	slowed	down
spent	spent	spent
struck	survived	waved
swam	skating	skating
took	took	took
thought	everything	everything
wrote	written	written
danced	stupid	stupid
decreased	envelopes	untrue
described	untrue	untrue
enhanced	nawaz	nawaz
fell	fell	fell
fed	feed	ingested
flew	flew	flew
generated	generated	amounted
went	go	went
hid	untrue	untrue
hit	inning	no-hitter
implemented	implemented	implemented
increased	increased	increased
jumped	rammed	rammed
knew	willingly	willingly
listened	musicians	musicians
looked	rolled	rolled
moved	sent	sent
paid	paid	paid
played	played	played
predicted	outscored	outscored
read	creed	creed
ran	ran	ran
said	stated	stated
screamed	angrily	angrily
saw	sent	sent
sold	sold	sold
shrank	plunged	plunged
sang	onstage	onstage
sat	sat	candidacy
slept	stumbles	stumbles
slowed	down	down
spent	spent	spent
struck	struck	struck
swam	athletics	u23
took	took	took
thought	ignorance	ignorance
vanished	rolled	subgroup
danced	crowds	crowds
decreased	0.08	0.08
described	detailing	detailing
enhanced	tremendous	tremendous
fell	fell	fell
fed	benthic	benthic
flew	flown	glider
generated	generates	generates
went	travelled	travelled
hid	tortures	tortures
hit	hit	hit
implemented	control	control
increased	reducing	tremendous
jumped	detailing	clocked
knew	realizes	deny
listened	am	am
looked	detailing	detailing
moved	travelled	travelled
paid	pay	pay
played	played	played
predicted	detailing	detailing
read	detailing	detailing
ran	run	run
said	stating	deny
screamed	praises	crowds
saw	remembers	remembers
sold	sold	sold
shrank	tremendous	tremendous
sang	duets	duets
sat	sat	mp
slept	detailing	detailing
slowed	detailing	detailing
spent	spent	shortfall
struck	tremendous	tremendous
swam	swam	swam
took	took	took
thought	argued	argued
vanished	formula	formula
walked	foot	foot
birds	birds	birds
bottles	gasoline	cleaning
buildings	buildings	buildings
cars	cars	cars
cats	cats	cats
children	children	children
clouds	oxides	oxides
colors	colour	colour
computers	cryptography	cryptography
cows	woodland	woodland
dogs	cat	cat
dollars	pounds	pounds
donkeys	windmills	windmills
dreams	awake	awake
eagles	duck	duck
elephants	animals	animals
eyes	upperparts	parkin
fingers	fingers	fingers
goats	cat	cat
hands	him	him
horses	racehorse	racehorse
lions	cat	cat
machines	machines	machines
mangoes	cassava	cassava
men	him	him
melons	berries	berries
monkeys	monkeys	monkeys
mice	cat	cat
onions	ingredient	ingredient
pears	figs	figs
pigs	fish	cat
pineapples	cassava	ingredient
rats	rats	rats
roads	highway	highway
snakes	reptiles	reptiles
women	prostitute	prostitute
bottles	bottles	bottles
buildings	two-story	two-story
cars	cars	cars
cats	turtle	turtle
children	children	prostitute
clouds	droplets	chromium
colors	rgb	rgb
computers	computers	computers
cows	warehouses	warehouses
dogs	breed	breed
dollars	billion	receipts
donkeys	paradox	paradox
dreams	dreams	sega
eagles	osprey	osprey
elephants	elephants	elephants
eyes	eyes	eyes
fingers	fingers	fingers
goats	breeds	breeds
hands	unlike	unlike
horses	horses	horses
lions	avian	knights
machines	machines	machines
mangoes	aromatic	aromatic
men	lover	lover
melons	onions	sugars
monkeys	clade	clade
mice	mice	mice
onions	carrots	molasses
pears	glandular	glandular
pigs	animals	malnutrition
pineapples	aromatic	aromatic
rats	mice	mice
roads	underpass	underpass
snakes	coral	coral
women	women	women
bananas	fruits	fruits
buildings	buildings	buildings
cars	cars	cars
cats	harpoon	ridden
children	children	children
clouds	iceberg	iceberg
colors	colors	colors
computers	server	server
cows	replica	replica
dogs	breed	breed
dollars	yen	yen
donkeys	campsites	campsites
dreams	dreams	trilogy
eagles	nizhny	nizhny
elephants	elephants	elephants
eyes	ear	ear
fingers	fingers	thousand
goats	breed	nizhny
hands	thousand	thousand
horses	horses	horses
lions	leopard	leopard
machines	machines	anti-aircraft
mangoes	almonds	mian
men	johnny	men
melons	jute	jute
monkeys	goblins	goblins
mice	mice	mice
onions	potatoes	teak
pears	trees	bordered
pigs	meats	kda
pineapples	almonds	almonds
rats	mice	mice
roads	lanes	lanes
snakes	crocodiles	crocodiles
women	women	women
bananas	illini	illini
birds	birds	birds
cars	cars	cars
cats	costume	costume
children	children	children
clouds	alps	alps
colors	palette	palette
computers	computing	computing
cows	boar	stirring
dogs	dogs	breeds
dollars	million	million
donkeys	kong	kong
dreams	disneyland	disneyland
eagles	beech	beech
elephants	poaching	boar
eyes	ear	illumination
fingers	sepals	sepals
goats	epithet	epithet
hands	backward	backward
horses	horses	horses
lions	boar	boar
machines	machines	machines
mangoes	almonds	almonds
men	lover	lover
melons	berries	berries
monkeys	lemur	lemur
mice	retina	sequences
onions	creamy	creamy
